Name	Taste	Reference	SMILES	Canonical SMILES	Sweet
beta-D-altropyranose	Sweet	SuperSweet	C([C@@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O)O)O)O)O	OC[C@H]1O[C@@H](O)[C@H]([C@@H]([C@@H]1O)O)O	True
Galactobiose	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O	True
AC1L9PGM	Sweet	SuperSweet	[11CH2]([11C@@H]1[11C@H]([11C@@H]([11C@H]([11CH](O1)O)O)O)O)O	O[11CH2][11C@H]1O[11CH](O)[11C@@H]([11C@H]([11C@@H]1O)O)O	True
AC1L9PGN	Sweet	SuperSweet	[11CH2](C1C(C(C(C(O1)O)O)O)O)O	O[11CH2]C1OC(O)C(C(C1O)O)O	True
AC1L9PGO	Sweet	SuperSweet	C(C1C(C(C([11CH](O1)O)O)O)O)O	OCC1O[11CH](O)C(C(C1O)O)O	True
Glucose syrup	Sweet	SuperSweet	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O.O	OC[C@H]1OC(O)[C@@H]([C@H]([C@@H]1O)O)O.O	True
Galalphal-4Galbeta	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@H]1O[C@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O	True
alpha-mannobiose	Sweet	SuperSweet	C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O	OC[C@H]1O[C@H](O)[C@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O)O)O	True
beta-d-talopyranose	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)O)O	OC[C@H]1O[C@@H](O)[C@H]([C@H]([C@H]1O)O)O	True
L-Iditol	Sweet	SuperSweet	C([C@@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O	OC[C@@H]([C@H]([C@@H]([C@H](CO)O)O)O)O	True
Mannitol-2-14C	Sweet	SuperSweet	C([C@H]([C@H]([C@@H]([14C@@H](CO)O)O)O)O)O	OC[14C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O	True
D-Glucose	Sweet	SuperSweet	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O	OC[C@H]1OC(O)[C@@H]([C@H]([C@@H]1O)O)O	True
beta-D-gulopyranose	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)O)O)O)O	OC[C@H]1O[C@@H](O)[C@@H]([C@@H]([C@H]1O)O)O	True
beta-D-Lactose	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O	True
L-mannopyranose	Sweet	SuperSweet	C([C@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O)O	OC[C@@H]1OC(O)[C@@H]([C@@H]([C@H]1O)O)O	True
beta-L-idopyranose	Sweet	SuperSweet	C([C@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O	OC[C@@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O)O)O	True
AC1LD39Z	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@]2([C@@H]([C@H]([C@@H](O2)CO)O)O)CO)O)O)O)O	OC[C@@H]1O[C@]([C@@H]([C@H]1O)O)(CO)O[C@@H]1O[C@H](CO)[C@@H]([C@H]([C@H]1O)O)O	True
AC1LD3A2	Sweet	SuperSweet	C([C@@H]1[C@H]([C@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O	OC[C@H]1O[C@H](O)[C@@H]([C@@H]([C@H]1O[C@H]1O[C@H](CO)[C@H]([C@H]([C@H]1O)O)O)O)O	True
AC1LD3A5	Sweet	SuperSweet	C([C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O	OC[C@@H]1O[C@@H](O)[C@H]([C@H]([C@@H]1O[C@@H]1O[C@@H](CO)[C@H]([C@@H]([C@@H]1O)O)O)O)O	True
AC1LD3A8	Sweet	SuperSweet	C([C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O	OC[C@@H]1O[C@H](O)[C@H]([C@H]([C@@H]1O[C@@H]1O[C@@H](CO)[C@H]([C@@H]([C@@H]1O)O)O)O)O	True
AC1LD3E6	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@@]2([C@@H]([C@H]([C@H](O2)CO)O)O)CO)O)O)O)O	OC[C@H]1O[C@]([C@@H]([C@H]1O)O)(CO)O[C@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O	True
beta-D-glucose	Sweet	SuperSweet	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O	OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O)O)O	True
alpha-L-allopyranose	Sweet	SuperSweet	C([C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)O)O	OC[C@@H]1O[C@@H](O)[C@H]([C@H]([C@H]1O)O)O	True
AC1LCVYD	Sweet	SuperSweet	C([C@@H]1[C@H](C([C@@H]([C@@H](O1)O)O)O)O)O	OC[C@H]1O[C@@H](O)[C@H](C([C@@H]1O)O)O	True
UNII-4L3WC4P6GF	Sweet	SuperSweet	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O.O	OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O)O)O.O	True
xylitol	Sweet	SuperSweet	C([C@H](C([C@H](CO)O)O)O)O	OC[C@H](C([C@H](CO)O)O)O	True
alpha-L-glucopyranose	Sweet	SuperSweet	C([C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O)O)O)O)O	OC[C@@H]1O[C@@H](O)[C@H]([C@@H]([C@H]1O)O)O	True
beta-L-galactopyranose	Sweet	SuperSweet	C([C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O)O)O)O)O	OC[C@@H]1O[C@H](O)[C@H]([C@@H]([C@@H]1O)O)O	True
alpha-L-mannopyranose	Sweet	SuperSweet	C([C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)O)O)O)O	OC[C@@H]1O[C@@H](O)[C@@H]([C@@H]([C@H]1O)O)O	True
beta-L-altrose	Sweet	SuperSweet	C([C@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O	OC[C@@H]1O[C@H](O)[C@@H]([C@H]([C@H]1O)O)O	True
(2R,3R,4S,5R,6S)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol	Sweet	SuperSweet	C([C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O	OC[C@@H]1O[C@@H](O)[C@@H]([C@H]([C@H]1O)O)O	True
beta-L-gulose	Sweet	SuperSweet	C([C@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O	OC[C@@H]1O[C@H](O)[C@H]([C@H]([C@@H]1O)O)O	True
alpha-L-idopyranose	Sweet	SuperSweet	C([C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O	OC[C@@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O)O)O	True
beta-L-glucopyranose	Sweet	SuperSweet	C([C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)O)O)O)O)O	OC[C@@H]1O[C@H](O)[C@H]([C@@H]([C@H]1O)O)O	True
beta-D-idopyranose	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O)O)O)O)O	OC[C@H]1O[C@@H](O)[C@H]([C@@H]([C@H]1O)O)O	True
beta-l-talopyranose	Sweet	SuperSweet	C([C@H]1[C@H]([C@H]([C@H]([C@H](O1)O)O)O)O)O	OC[C@@H]1O[C@H](O)[C@@H]([C@@H]([C@@H]1O)O)O	True
alpha-D-gulopyranose	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)O)O)O)O)O	OC[C@H]1O[C@H](O)[C@@H]([C@@H]([C@H]1O)O)O	True
Alpha-D-Altropyranose	Sweet	SuperSweet	C([C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)O)O)O)O)O	OC[C@H]1O[C@H](O)[C@H]([C@@H]([C@@H]1O)O)O	True
alpha-D-idopyranose	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)O)O)O)O)O	OC[C@H]1O[C@H](O)[C@H]([C@@H]([C@H]1O)O)O	True
AC1OFWFX	Sweet	SuperSweet	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	OC[C@@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O	True
AC1OFWG0	Sweet	SuperSweet	C([C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	OC[C@@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O	True
AC1OFWLF	Sweet	SuperSweet	C([C@H]1[C@H]([C@H]([C@H]([C@@H](O1)O)O)O)O)O	OC[C@@H]1O[C@@H](O)[C@@H]([C@@H]([C@@H]1O)O)O	True
Mannosucrose	Sweet	SuperSweet	C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O	OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O	True
	Sweet	SuperSweet	C([C@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O	OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO)O[C@H]1O[C@@H](CO)[C@H]([C@@H]([C@@H]1O)O)O	True
	Sweet	SuperSweet	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O	OC[C@@H]1O[C@@H](O)[C@@H]([C@@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O	True
	Sweet	SuperSweet	C([C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O	OC[C@@H]1O[C@@H](O)[C@@H]([C@@H]([C@@H]1O[C@@H]1O[C@@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O	True
ALPHA-D-(+)-TALOSE	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O	OC[C@H]1O[C@H](O)[C@H]([C@H]([C@H]1O)O)O	True
L-Sorbitol	Sweet	SuperSweet	C([C@H]([C@@H]([C@H]([C@H](CO)O)O)O)O)O	OC[C@H]([C@@H]([C@H]([C@H](CO)O)O)O)O	True
D-Iditol	Sweet	SuperSweet	C([C@H]([C@@H]([C@H]([C@@H](CO)O)O)O)O)O	OC[C@H]([C@@H]([C@H]([C@@H](CO)O)O)O)O	True
beta-D-Galp-(1->4)-alpha-D-Galp	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O	True
Gal(beta1-4)Gal	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O	OC[C@H]1OC(O)[C@@H]([C@H]([C@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O	True
cellobiose	Sweet	SuperSweet	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	OC[C@H]1O[C@H](O)[C@@H]([C@H](C1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O	True
	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@@H]([C@H]([13C@@H](O1)O)O)O)O)O	OC[C@H]1O[13C@@H](O)[C@@H]([C@H]([C@H]1O)O)O	True
	Sweet	SuperSweet	C([C@@H]1[C@H]([13C@@H]([C@H]([C@@H](O1)O)O)O)O)O	OC[C@H]1O[C@@H](O)[C@@H]([13C@H]([C@@H]1O)O)O	True
	Sweet	SuperSweet	C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC2[C@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O	OC[C@H]1O[C@H](O)[C@H]([C@H](C1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O)O)O	True
	Sweet	SuperSweet	[13CH2]([C@@H]1[C@H]([C@@H]([C@H]([13CH](O1)O)O)O)O)O	O[13CH2][C@H]1O[13CH](O)[C@@H]([C@H]([C@@H]1O)O)O	True
	Sweet	SuperSweet	C([C@@H]([C@H]([C@@H]([C@@H]([13CH2]O)O)O)O)O)O	O[13CH2][C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O	True
4-O-(A-D-Galactopyranosyl)-D-galactose	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@H]1O[C@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O	True
(2R,3S,4S,5S)-2,3,4,5,6-pentahydroxyhexanal-13C	Sweet	SuperSweet	[13CH2]([C@@H]1[C@H]([C@@H]([C@H]([13C@H](O1)O)O)O)O)O	O[13CH2][C@H]1O[13C@H](O)[C@@H]([C@H]([C@@H]1O)O)O	True
	Sweet	SuperSweet	C([C@@H]([C@H]([C@@H]([C@@H]([14CH2]O)O)O)O)O)O	O[14CH2][C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O	True
SCHEMBL4176008	Sweet	SuperSweet	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O	OC[C@H]1OC(O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O	True
5-Nitro-2-propoxyaniline	Sweet	SuperSweet	CCCOC1=C(C=C(C=C1)[N+](=O)[O-])N	CCCOc1ccc(cc1N)[N+](=O)[O-]	True
Triphenylformazan	Sweet	SuperSweet	C1=CC=C(C=C1)/C(=N/NC2=CC=CC=C2)/N=NC3=CC=CC=C3	c1ccc(cc1)N/N=C(/c1ccccc1)\N=Nc1ccccc1	True
Osladin	Sweet	SuperSweet	C[C@H]1CC[C@@H](O[C@@H]1O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)O)O)O)[C@@H](C)C3CC[C@H]4[C@@]3(CC[C@@H]5[C@@H]4CC(=O)[C@H]6[C@@]5(CC[C@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)C)C	OC[C@H]1O[C@@H](O[C@@H]2CC[C@]3([C@@H](C2)C(=O)C[C@H]2[C@H]3CC[C@]3([C@@H]2CCC3[C@@H]([C@H]2CC[C@@H]([C@H](O2)O[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)C)C)C)C)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O	True
87-81-0	Sweet	SuperSweet	C([C@H]([C@@H]([C@@H](C(=O)CO)O)O)O)O	OC[C@H]([C@@H]([C@@H](C(=O)CO)O)O)O	True
	Sweet	SuperSweet	CC1=CC(=O)NS(=O)(=O)O1.COC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](CC(=O)O)N	O=C1C=C(C)OS(=O)(=O)N1.COC(=O)[C@H](NC(=O)[C@@H](CC(=O)O)N)Cc1ccccc1	True
CHEMBL430341	Sweet	SuperSweet	C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O	OC[C@H]1O[C@@H](O[C@@]23CC[C@@H]4[C@@](C2)(CC3=C)CC[C@H]2[C@@]4(C)CCC[C@@]2(C)C(=O)O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O	True
adenosine 5'-monophosphate	Sweet	SuperSweet	C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O	O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(=O)(O)O	True
Oxime V	Sweet	SuperSweet	COCC1=CCC(=CC1)/C=N/O	COCC1=CCC(=CC1)/C=N/O	True
Lead diacetate	Sweet	SuperSweet	CC(=O)[O-].CC(=O)[O-].[Pb+2]	[O-]C(=O)C.[O-]C(=O)C.[Pb+2]	True
EINECS 232-684-3	Sweet	SuperSweet	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO[C@]5([C@H]([C@@H]([C@H](O5)CO)O)O)CO[C@]6([C@H]([C@@H]([C@H](O6)CO)O)O)CO[C@]7([C@H]([C@@H]([C@H](O7)CO)O)O)CO[C@]8([C@H]([C@@H]([C@H](O8)CO)O)O)CO[C@]9([C@H]([C@@H]([C@H](O9)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO)O)O)O)O	OC[C@H]1O[C@]([C@H]([C@@H]1O)O)(OC[C@@]1(OC[C@@]2(OC[C@@]3(OC[C@@]4(OC[C@@]5(OC[C@@]6(OC[C@@]7(OC[C@@]8(OC[C@@]9(OC[C@@]%10(OC[C@@]%11(OC[C@@]%12(OC[C@@]%13(OC[C@@]%14(OC[C@@]%15(OC[C@@]%16(OC[C@@]%17(OC[C@@]%18(O[C@H]%19O[C@H](CO)[C@H]([C@@H]([C@H]%19O)O)O)O[C@@H]([C@H]([C@@H]%18O)O)CO)O[C@@H]([C@H]([C@@H]%17O)O)CO)O[C@@H]([C@H]([C@@H]%16O)O)CO)O[C@@H]([C@H]([C@@H]%15O)O)CO)O[C@@H]([C@H]([C@@H]%14O)O)CO)O[C@@H]([C@H]([C@@H]%13O)O)CO)O[C@@H]([C@H]([C@@H]%12O)O)CO)O[C@@H]([C@H]([C@@H]%11O)O)CO)O[C@@H]([C@H]([C@@H]%10O)O)CO)O[C@@H]([C@H]([C@@H]9O)O)CO)O[C@@H]([C@H]([C@@H]8O)O)CO)O[C@@H]([C@H]([C@@H]7O)O)CO)O[C@@H]([C@H]([C@@H]6O)O)CO)O[C@@H]([C@H]([C@@H]5O)O)CO)O[C@@H]([C@H]([C@@H]4O)O)CO)O[C@@H]([C@H]([C@@H]3O)O)CO)O[C@@H]([C@H]([C@@H]2O)O)CO)O[C@@H]([C@H]([C@@H]1O)O)CO)CO[C@]1(CO[C@]2(CO[C@]3(CO[C@]4(CO[C@]5(CO[C@]6(CO[C@]7(CO[C@]8(CO[C@]9(CO[C@]%10(CO[C@]%11(CO[C@]%12(CO[C@]%13(CO[C@]%14(CO[C@]%15(CO[C@]%16(CO[C@]%17(CO[C@]%18(CO)O[C@@H]([C@H]([C@@H]%18O)O)CO)O[C@@H]([C@H]([C@@H]%17O)O)CO)O[C@@H]([C@H]([C@@H]%16O)O)CO)O[C@@H]([C@H]([C@@H]%15O)O)CO)O[C@@H]([C@H]([C@@H]%14O)O)CO)O[C@@H]([C@H]([C@@H]%13O)O)CO)O[C@@H]([C@H]([C@@H]%12O)O)CO)O[C@@H]([C@H]([C@@H]%11O)O)CO)O[C@@H]([C@H]([C@@H]%10O)O)CO)O[C@@H]([C@H]([C@@H]9O)O)CO)O[C@@H]([C@H]([C@@H]8O)O)CO)O[C@@H]([C@H]([C@@H]7O)O)CO)O[C@@H]([C@H]([C@@H]6O)O)CO)O[C@@H]([C@H]([C@@H]5O)O)CO)O[C@@H]([C@H]([C@@H]4O)O)CO)O[C@@H]([C@H]([C@@H]3O)O)CO)O[C@@H]([C@H]([C@@H]2O)O)CO)O[C@@H]([C@H]([C@@H]1O)O)CO	True
2-UNDECANOL	Sweet	The Good Scents Company Database	CCCCCCCCCC(C)O	CCCCCCCCCC(O)C	True
ethyl (2S,3S)-3-phenyloxirane-2-carboxylate	Sweet	The Good Scents Company Database	CCOC(=O)[C@@H]1[C@@H](O1)C2=CC=CC=C2	CCOC(=O)[C@H]1O[C@H]1c1ccccc1	True
L-alanine	Sweet	The Good Scents Company Database	C[C@@H](C(=O)O)N	C[C@@H](C(=O)O)N	True
2,2,3-Trimethylcyclopentaneethanol	Sweet	The Good Scents Company Database	CC1CCC(C1(C)C)CCO	OCCC1CCC(C1(C)C)C	True
2-Acetylnaphthalene	Sweet	The Good Scents Company Database	CC(=O)C1=CC2=CC=CC=C2C=C1	CC(=O)c1ccc2c(c1)cccc2	True
AC1OE1YD	Sweet	The Good Scents Company Database	C[C@H]1CC(=O)C(=O)[C@H]1C	C[C@H]1CC(=O)C(=O)[C@H]1C	True
Citronellyl anthranilate	Sweet	The Good Scents Company Database	CC(CCC=C(C)C)CCOC(=O)C1=CC=CC=C1N	CC(CCC=C(C)C)CCOC(=O)c1ccccc1N	True
dihydrocoumarin	Sweet	The Good Scents Company Database	C1CC(=O)OC2=CC=CC=C21	O=C1CCc2c(O1)cccc2	True
(+)-Fenchone	Sweet	The Good Scents Company Database	C[C@]12CC[C@H](C1)C(C2=O)(C)C	O=C1[C@@]2(C)CC[C@@H](C1(C)C)C2	True
Fagomine	Sweet	The Good Scents Company Database	C1CN[C@@H]([C@H]([C@@H]1O)O)CO	OC[C@H]1NCC[C@H]([C@@H]1O)O	True
L-asparagine	Sweet	The Good Scents Company Database	C([C@@H](C(=O)O)N)C(=O)N	NC(=O)C[C@@H](C(=O)O)N	True
methional diethyl acetal	Sweet	The Good Scents Company Database	CCOC(CCSC)OCC	CSCCC(OCC)OCC	True
ETHYL OCTANOATE	Sweet	The Good Scents Company Database	CCCCCCCC(=O)OCC	CCCCCCCC(=O)OCC	True
(E)-2-Decenoic acid	Sweet	The Good Scents Company Database	CCCCCCC/C=C/C(=O)O	CCCCCCC/C=C/C(=O)O	True
Crotonic Acid Isobutyl Ester	Sweet	The Good Scents Company Database	C/C=C/C(=O)OCC(C)C	C/C=C/C(=O)OCC(C)C	True
Hexyl 2-butenoate	Sweet	The Good Scents Company Database	CCCCCCOC(=O)/C=C/C	CCCCCCOC(=O)/C=C/C	True
2-Methylpent-2-enal	Sweet	The Good Scents Company Database	CCC=C(C)C=O	CC(=CCC)C=O	True
SCHEMBL2524292	Sweet	The Good Scents Company Database	CCC(=O)NCC(C)(C)COC1=CC=CC2=C1C(=NS(=O)(=O)N2)N	CCC(=O)NCC(COc1cccc2c1C(=NS(=O)(=O)N2)N)(C)C	True
14576-08-0	Sweet	The Good Scents Company Database	CC1=CCC(CC1)C(C)(C)OC	COC(C1CCC(=CC1)C)(C)C	True
2,6-DIMETHYLPHENOL	Sweet	The Good Scents Company Database	CC1=C(C(=CC=C1)C)O	Cc1cccc(c1O)C	True
1,3-Dimethylbutyl acetate	Sweet	The Good Scents Company Database	CC(C)CC(C)OC(=O)C	CC(CC(OC(=O)C)C)C	True
Diacetyl trimer	Sweet	The Good Scents Company Database	CC(=O)C1(CC2(C(O1)(OC(O2)(C)C(=O)C)C)O)C	CC(=O)C1(C)CC2(C(O1)(C)OC(O2)(C)C(=O)C)O	True
