name	orig_taste	reference	smiles	can-smiles	taste	orig_idx	EA(eV)	IP(eV)	CNS	dip^2/V	CIQPlogS	RuleOfThree	RuleOfFive	PSA	HumanOralAbsorption	PercentHumanOralAbsorption	SAfluorine	SAamideO	#stars	#amine	#amidine	#acid	#amide	#rotor	#rtvFG	#metab	#NandO	#ringatoms	#in34	#in56	#noncon	#nonHatm	QPpolrz	QPlogPC16	QPlogPoct	QPlogPw	QPlogPo/w	QPlogS	QPlogHERG	QPPCaco	QPlogBB	QPPMDCK	QPlogKp	QPlogKhsa	dipole	SASA	FOSA	FISA	PISA	WPSA	volume	donorHB	accptHB	ACxDN^.5/SA	glob	MW	AlogP	RB	PSA	Estate	MR	Polar	Num aromatic rings	RingCount	ChiralCenterCount	HeavyAtomCount	Total charge
Premarrubiin	Bitter	Polya	C[C@@H]1C[C@@H]2[C@H]3[C@](CCC[C@@]3([C@@]14CC[C@]5(O4)COC=C5)C)(C(=O)O2)C	O=C1O[C@H]2[C@H]3[C@]1(C)CCC[C@]3(C)[C@]1([C@@H](C2)C)CC[C@]2(O1)COC=C2	False	2070	-0.8540000000000001	9.577	1.0	0.0334778	-3.897	0.0	0.0	44.76	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	20.0	0.0	20.0	14.0	24.0	34.038000000000004	8.594	14.227	7.087000000000001	2.8539999999999996	-3.076	-2.888	3696.575	0.22	2032.704	-2.114	0.028999999999999998	5.752000000000001	512.531	399.856	45.144	67.531	0.0	988.174	0.0	5.45	0.0	0.9361261000000001	332.4339	2.4545	0	44.76	48.666000000000004	89.069	35.409	0	5	7	24	0
OLEANOLIC ACID	Bitter	Polya	C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O	O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C(=O)O)C)C	False	1572	-1.102	9.405	-1.0	0.012441200000000001	-6.947	1.0	1.0	60.36	1.0	94.243	0.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	3.0	3.0	22.0	0.0	22.0	20.0	33.0	49.172	12.512	21.296	8.361	6.257999999999999	-7.231	-2.01	273.44	-0.46299999999999997	154.918	-3.134	1.429	4.189	703.7689999999999	583.887	101.512	18.37	0.0	1410.174	2.0	3.7	0.0074351	0.8641385	455.6924	5.7441	1	60.36	69.166	131.3463	52.372	0	5	8	33	-1
Phytol	Bitter	Polya	CC(C)CCCC(C)CCCC(C)CCC/C(=C/CO)/C	OC/C=C(/CCCC(CCCC(CCCC(C)C)C)C)\C	False	2340	-0.9059999999999999	9.65	-1.0	0.002895	-4.516	1.0	1.0	20.23	1.0	100.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	14.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	21.0	37.03	11.173	13.277000000000001	2.0340000000000003	6.372999999999999	-7.095	-5.334	2838.0890000000004	-0.927	1527.6270000000002	-1.195	1.26	1.9409999999999998	750.539	683.2560000000001	57.247	10.035	0.0	1301.281	1.0	1.7	0.0022649999999999997	0.7680203	296.531	7.3373	13	20.23	38.666	96.2373	37.919000000000004	0	0	2	21	0
Parillin	Bitter	Polya	C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C)C)C)OC1	OC[C@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@]4([C@@H](C3)CC[C@@H]3[C@@H]4CC[C@]4([C@H]3C[C@H]3[C@@H]4[C@H](C)[C@]4(O3)CC[C@@H](CO4)C)C)C)O[C@@H]([C@H]([C@@H]2O)O[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)CO[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O	False	2609	-1.6440000000000001	10.472999999999999	-2.0	0.0196514	-5.443	2.0	3.0	335.06	1.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	23.0	5.0	12.0	22.0	49.0	0.0	49.0	43.0	73.0	93.59100000000001	31.299	69.47399999999999	53.683	-2.202	-4.184	-6.3229999999999995	0.387	-7.077999999999999	0.10099999999999999	-7.879	-1.9140000000000001	7.499	1384.746	919.872	464.875	0.0	0.0	2861.408	12.0	35.5	0.08880729999999999	0.7039059	1049.1995	-1.2154	11	335.06	180.407	247.5232	100.633	0	10	32	73	0
Tenulin	Bitter	Polya	C[C@@H]1C[C@H]2[C@@H]3[C@H]([C@]4([C@H]1C=CC4=O)C)OC([C@@]3(C(=O)O2)C)(C)O	C[C@@H]1C[C@@H]2OC(=O)[C@@]3([C@H]2[C@H]([C@]2([C@H]1C=CC2=O)C)OC3(C)O)C	False	1897	0.547	10.694	0.0	0.05703380000000001	-3.2239999999999998	0.0	0.0	72.83	3.0	89.169	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	5.0	15.0	0.0	13.0	9.0	22.0	30.585	8.29	13.588	7.392	1.861	-2.735	-3.378	737.278	-0.46399999999999997	355.85699999999997	-3.3819999999999997	-0.23	7.236000000000001	504.53	318.993	118.978	66.559	0.0	918.166	0.0	5.5	0.0	0.9055078999999999	306.3536	0.871	0	72.83	54.248999999999995	78.6366	30.764	0	4	8	22	0
VERNODALIN	Bitter	Polya	C=C[C@]12C[C@@H]([C@@H]3[C@@H]([C@H]1C(=C)C(=O)OC2)OC(=O)C3=C)OC(=O)C(=C)CO	OCC(=C)C(=O)O[C@H]1C[C@]2(C=C)COC(=O)C(=C)[C@@H]2[C@@H]2[C@@H]1C(=C)C(=O)O2	False	838	0.494	10.617	-2.0	0.0728072	-3.016	0.0	0.0	99.13	3.0	69.4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	2.0	3.0	7.0	13.0	0.0	13.0	7.0	26.0	33.355	10.454	16.725	10.269	0.81	-1.547	-4.16	128.0	-1.609	53.623000000000005	-4.119	-0.893	8.837	581.783	269.409	199.166	113.209	0.0	1072.528	0.0	8.7	0.0	0.8709822	360.3579	1.251	5	99.13	72.584	89.4675	35.355	0	3	5	26	0
Vernodalol	Bitter	Polya	COC(=O)C(=C)[C@@H]1[C@H](C[C@@]2(COC(=O)C(=C)[C@@H]2[C@H]1O)C=C)OC(=O)C(=C)CO	COC(=O)C(=C)[C@@H]1[C@@H](OC(=O)C(=C)CO)C[C@]2([C@@H]([C@H]1O)C(=C)C(=O)OC2)C=C	False	921	0.535	10.52	-2.0	0.09496639999999999	-3.574	0.0	0.0	119.36	3.0	77.55199999999999	0.0	0.0	1.0	0.0	0.0	0.0	0.0	9.0	3.0	4.0	8.0	10.0	0.0	10.0	7.0	28.0	37.619	11.785	20.152	12.042	1.806	-3.2689999999999997	-4.649	172.453	-1.733	74.009	-3.687	-0.322	10.728	654.6469999999999	359.286	185.514	109.84700000000001	0.0	1211.9769999999999	1.0	9.4	0.014358899999999999	0.8397574000000001	392.3998	0.893	8	119.36	80.584	97.7288	38.601	0	2	5	28	0
VERNOLIDE	Bitter	Polya	CC(=C)C(=O)O[C@H]1C[C@]23[C@H](O2)CC/C(=C/[C@@H]4[C@@H]1C(=C)C(=O)O4)/CO[C@H]3O	CC(=C)C(=O)O[C@H]1C[C@]23O[C@@H]3CC/C(=C/[C@@H]3[C@@H]1C(=C)C(=O)O3)/CO[C@H]2O	False	2807	0.231	10.439	-1.0	0.014724899999999999	-2.095	0.0	0.0	94.59	3.0	82.84899999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	5.0	7.0	17.0	3.0	5.0	10.0	26.0	32.501	9.533	17.784000000000002	13.034	0.705	-1.601	-2.884	781.4889999999999	-0.563	378.976	-3.05	-0.7090000000000001	3.865	521.914	340.611	116.311	64.992	0.0	1014.57	1.0	10.4	0.0199266	0.9355934000000001	362.3738	1.4039	3	94.59	66.25	89.2281	35.324	0	4	6	26	0
linoleic acid	Bitter	Polya	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O	False	714	-0.836	9.888	-2.0	0.0083275	-4.07	0.0	1.0	40.13	3.0	88.40799999999999	0.0	0.0	1.0	0.0	0.0	1.0	0.0	14.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	20.0	30.965999999999998	10.087	11.852	2.625	5.432	-5.088	-2.906	240.472	-1.358	134.832	-2.016	0.594	3.085	648.5930000000001	501.765	107.396	39.433	0.0	1142.75	1.0	2.0	0.0030835999999999997	0.8150045	279.4375	5.712999999999999	14	40.13	45.667	86.241	33.393	0	0	0	20	-1
Ranunculin	Bitter	Polya	C1=CC(=O)O[C@@H]1CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O	OC[C@H]1O[C@@H](OC[C@@H]2C=CC(=O)O2)[C@@H]([C@H]([C@@H]1O)O)O	False	2569	0.5379999999999999	10.824000000000002	-2.0	0.1342604	-0.609	0.0	0.0	125.68	2.0	43.394	0.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	1.0	5.0	8.0	11.0	0.0	11.0	6.0	19.0	23.145	9.189	22.283	20.297	-2.165	-1.2	-4.331	42.387	-2.215	16.239	-5.061	-1.288	10.623	505.84	172.763	249.78	83.29700000000001	0.0	840.584	4.0	13.2	0.0521904	0.8515419	276.2399	-1.976	4	125.68	58.165	59.6232	23.764	0	2	6	19	0
Paradol	Sweet	Polya	CCCCCCCC(=O)CCC1=CC(=C(C=C1)O)OC	CCCCCCCC(=O)CCc1ccc(c(c1)OC)O	True	2710	-0.304	8.786	-1.0	0.019277900000000004	-3.824	0.0	0.0	46.53	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	5.0	3.0	6.0	0.0	6.0	0.0	20.0	30.084	9.477	12.575999999999999	4.841	3.9530000000000003	-4.41	-4.841	1409.9260000000002	-0.986	717.1560000000001	-1.824	0.36200000000000004	4.526	614.687	444.61699999999996	89.286	80.783	0.0	1062.722	1.0	3.5	0.005693999999999999	0.8193275	278.3865	4.5754	10	46.53	45.168	81.3069	35.243	1	1	0	20	0
Selligueain A	Sweet	Polya	C1[C@@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=C5[C@H]6C([C@](OC7=CC(=CC(=C67)O)O)(OC5=CC(=C34)O)C8=CC=C(C=C8)O)O)C9=CC=C(C=C9)O)O)O)O)C1=CC=C(C=C1)O)O	Oc1ccc(cc1)[C@H]1Oc2c([C@@H]([C@H]1O)c1c(O)cc(c3c1O[C@@H]([C@H](C3)O)c1ccc(cc1)O)O)c(O)cc1c2[C@@H]2c3c(O)cc(cc3O[C@](O1)(C2O)c1ccc(cc1)O)O	True	405	0.135	8.503	-2.0	0.020873	-11.37	3.0	3.0	262.28	1.0	1.479	0.0	0.0	13.0	0.0	0.0	0.0	0.0	11.0	1.0	16.0	15.0	49.0	0.0	49.0	9.0	60.0	76.087	27.275	51.45	36.469	2.478	-7.0729999999999995	-8.176	0.868	-5.16	0.243	-6.421	0.364	6.622000000000001	1056.634	81.342	427.86800000000005	547.424	0.0	2100.845	11.0	14.1	0.0442579	0.7507639	815.7504	5.1471	4	262.28	160.421	206.1889	100.542	6	10	8	60	-1
Abrusoside A	Sweet	Polya	CC1=CC[C@H](OC1=O)[C@@H](C)[C@H]2CC[C@@]3([C@@]2(CC[C@]45[C@H]3CC[C@@H]6[C@]4(C5)CC[C@@H]([C@@]6(C)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)C	OC[C@H]1O[C@@H](O[C@H]2CC[C@]34[C@H]([C@]2(C)C(=O)O)CC[C@@H]2[C@@]4(C3)CC[C@]3([C@@]2(C)CC[C@@H]3[C@@H]([C@@H]2CC=C(C(=O)O2)C)C)C)[C@@H]([C@H]([C@@H]1O)O)O	True	2640	0.354	10.407	-2.0	0.0801749	-6.017	2.0	1.0	165.81	2.0	45.532	0.0	0.0	2.0	0.0	0.0	1.0	0.0	10.0	2.0	6.0	10.0	30.0	3.0	27.0	25.0	46.0	62.4	18.724	37.891	24.135	2.862	-5.888	-3.318	6.702000000000001	-2.949	2.813	-5.434	0.043	12.228	929.243	621.9730000000001	271.356	35.915	0.0	1864.88	5.0	15.2	0.036576199999999996	0.7885021	645.8	2.805	6	165.81	111.914	163.7024	65.742	0	7	16	46	-1
ABRUSOSIDE D	Sweet	Polya	CC1=CC[C@H](OC1=O)[C@@H](C)[C@H]2CC[C@@]3([C@@]2(CC[C@]45[C@H]3CC[C@@H]6[C@]4(C5)CC[C@@H]([C@@]6(C)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)C(=O)O)O)O)O)C)C	OC[C@H]1O[C@@H](O[C@H]2CC[C@]34[C@H]([C@]2(C)C(=O)O)CC[C@@H]2[C@@]4(C3)CC[C@]3([C@@]2(C)CC[C@@H]3[C@@H]([C@@H]2CC=C(C(=O)O2)C)C)C)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O)O)O	True	137	0.384	10.44	-2.0	0.023931400000000002	-6.287999999999999	2.0	3.0	264.86	1.0	0.0	0.0	0.0	12.0	0.0	0.0	2.0	0.0	15.0	3.0	9.0	16.0	36.0	3.0	33.0	30.0	58.0	73.169	23.146	48.472	34.766	1.3619999999999999	-4.874	-1.84	0.13699999999999998	-4.707	0.053	-7.077000000000001	-0.8909999999999999	7.279	1069.404	646.672	386.57800000000003	36.154	0.0	2214.125	7.0	23.0	0.056902999999999995	0.7682303	820.9162	0.4825	9	264.86	155.246	193.7053	78.499	0	8	21	58	-2
Abrusoside E	Sweet	Polya	CC1=CC[C@H](OC1=O)[C@@H](C)[C@H]2CC[C@@]3([C@@]2(CC[C@]45[C@H]3CC[C@@H]6[C@]4(C5)CC[C@@H]([C@]6(C)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C	OC[C@H]1O[C@@H](O[C@H]2[C@@H](O[C@@H]([C@H]([C@@H]2O)O)C(=O)O)O[C@H]2CC[C@]34[C@H]([C@@]2(C)C(=O)O)CC[C@@H]2[C@@]4(C3)CC[C@]3([C@@]2(C)CC[C@@H]3[C@@H]([C@@H]2CC=C(C(=O)O2)C)C)C)[C@@H]([C@H]([C@@H]1O)O)O	True	1654	0.327	10.161	-2.0	0.027627	-6.287999999999999	2.0	3.0	264.86	1.0	0.0	0.0	0.0	12.0	0.0	0.0	2.0	0.0	15.0	3.0	9.0	16.0	36.0	3.0	33.0	30.0	58.0	73.807	23.230999999999998	48.693999999999996	34.716	1.5190000000000001	-4.975	-1.8659999999999999	0.171	-4.612	0.068	-6.891	-0.862	7.849	1076.786	664.1339999999999	376.522	36.13	0.0	2230.0789999999997	7.0	23.0	0.056512900000000005	0.7666243	820.9162	0.4825	9	264.86	155.246	193.7053	78.499	0	8	21	58	-2
Apioglycyrrhizin	Sweet	Polya	C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@](CO7)(CO)O)O)C)(C)C(=O)O	OC[C@@]1(O)CO[C@H]([C@@H]1O)O[C@H]1[C@H](O[C@@H]([C@H]([C@@H]1O)O)C(=O)O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2C(=O)C=C2[C@@]1(C)CC[C@@]1([C@H]2C[C@](C)(CC1)C(=O)O)C)C)C	True	2835	0.18899999999999997	10.107999999999999	-2.0	0.0609875	-7.06	2.0	3.0	235.4	1.0	0.0	0.0	0.0	9.0	0.0	0.0	2.0	0.0	12.0	2.0	8.0	14.0	33.0	0.0	33.0	28.0	55.0	70.351	21.668000000000003	44.778	30.175	2.144	-5.489	-1.413	0.10099999999999999	-4.452	0.038	-7.692	-0.35700000000000004	11.318	1005.553	588.721	400.522	16.31	0.0	2100.3160000000003	6.0	19.35	0.0471359	0.7887688	776.9067	0.9755	7	235.4	145.58100000000002	188.6634	76.164	0	7	17	55	-2
Araboglycyrrhizin	Sweet	Polya	CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(CO5)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C	O=C1C=C2C3CC(C)(CCC3(C)CCC2(C2(C1C1(C)CCC(C(C1CC2)(C)C)OC1OC(C(=O)O)C(C(C1OC1OCC(C(C1O)O)O)O)O)C)C)C(=O)O	True	2810	0.34700000000000003	10.265	-2.0	0.0161655	-6.688	2.0	3.0	235.4	1.0	0.0	0.0	0.0	8.0	0.0	0.0	2.0	0.0	11.0	2.0	8.0	14.0	34.0	0.0	34.0	29.0	55.0	68.398	20.503	44.085	30.953000000000003	1.736	-4.423	-0.7340000000000001	0.196	-3.676	0.079	-7.23	-0.494	5.736000000000001	935.1110000000001	548.875	370.19199999999995	16.044	0.0	2035.533	6.0	20.3	0.053175099999999996	0.8306546	776.9067	1.148	6	235.4	145.497	188.44400000000002	76.164	0	7	18	55	-2
aspartame	Sweet	SupersweetDB	COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N	COC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)N)Cc1ccccc1	True	2799	-0.006	9.718	-2.0	0.0180209	-1.5819999999999999	1.0	0.0	123.17	2.0	35.113	0.0	26.219	0.0	1.0	0.0	1.0	1.0	8.0	1.0	6.0	7.0	6.0	0.0	6.0	0.0	21.0	28.875999999999998	10.349	16.092	12.715	-0.858	-1.452	-2.083	5.459	-1.249	4.191	-5.775	-0.6809999999999999	4.1610000000000005	542.805	167.18	195.149	180.476	0.0	960.613	2.25	5.75	0.015889700000000003	0.8674021999999999	294.3031	-1.6835	8	123.17	63.333999999999996	69.1179	32.249	1	1	2	21	0
lactitol	Sweet	SupersweetDB	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O	OC[C@H]([C@H]([C@@H]([C@H](CO)O)O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O	True	1986	-1.273	10.508	-2.0	0.0467425	0.109	2.0	2.0	200.53	1.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	17.0	1.0	9.0	11.0	6.0	0.0	6.0	5.0	23.0	23.289	12.14	31.500999999999998	31.353	-4.018	-0.6829999999999999	-3.903	4.303	-3.7060000000000004	1.37	-6.422000000000001	-1.571	6.8660000000000005	569.846	215.30599999999998	354.54	0.0	0.0	1008.472	9.0	18.7	0.0984477	0.8534608	344.3124	-4.6871	8	200.53	77.497	70.8169	29.026999999999997	0	1	9	23	0
	Sweet	SupersweetDB	C1CCC(CC1)NS(=O)(=O)[O-].[Ca]	[O-]S(=O)(=O)NC1CCCCC1.[Ca]	True	2726	0.35	9.836	-1.0	0.027474900000000003	-1.222	0.0	0.0	77.61	2.0	66.9	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	4.0	6.0	0.0	6.0	6.0	11.0	15.731	5.317	10.264000000000001	8.312999999999999	0.6509999999999999	-1.3869999999999998	-1.157	104.539	-0.779	56.438	-3.9139999999999997	-0.7809999999999999	4.043	375.334	227.445	145.547	0.0	2.342	594.992	2.0	4.5	0.016955500000000002	0.9114952	178.2294	0.1264	2	77.61	35.25	38.6517	16.086	0	1	0	11	-1
Sodium o-benzosulfimide	Sweet	SupersweetDB	C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].[Na+]	[O-]C1=NS(=O)(=O)c2c1cccc2.[Na+]	True	820	1.212	10.602	-1.0	0.023547	-1.5819999999999999	0.0	0.0	59.59	2.0	67.428	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	9.0	0.0	9.0	1.0	12.0	16.843	5.997999999999999	9.971	9.262	-0.125	-1.324	-3.477	200.72400000000002	-0.815	89.29	-4.235	-0.718	3.552	343.76	0.0	178.562	163.325	1.8730000000000002	535.67	1.0	5.0	0.014544999999999999	0.9279153	182.1766	0.9744	0	59.59	34.918	38.5965	19.647000000000002	1	2	0	12	-1
POTASSIUM CYCLAMATE	Sweet	SupersweetDB	C1CCC(CC1)NS(=O)(=O)[O-].[K+]	[O-]S(=O)(=O)NC1CCCCC1.[K+]	True	2526	0.35	9.836	-1.0	0.027474900000000003	-1.222	0.0	0.0	77.61	2.0	66.9	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	4.0	6.0	0.0	6.0	6.0	11.0	15.731	5.317	10.264000000000001	8.312999999999999	0.6509999999999999	-1.3869999999999998	-1.157	104.539	-0.779	56.438	-3.9139999999999997	-0.7809999999999999	4.043	375.334	227.445	145.547	0.0	2.342	594.992	2.0	4.5	0.016955500000000002	0.9114952	178.2294	0.1264	2	77.61	35.25	38.6517	16.086	0	1	0	11	-1
SACCHARIN SODIUM	Sweet	SupersweetDB	C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].O.O.[Na+]	[O-]C1=NS(=O)(=O)c2c1cccc2.O.O.[Na+]	True	1533	1.212	10.602	-1.0	0.023547	-1.5819999999999999	0.0	0.0	59.59	2.0	67.428	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	9.0	0.0	9.0	1.0	12.0	16.843	5.997999999999999	9.971	9.262	-0.125	-1.324	-3.477	200.72400000000002	-0.815	89.29	-4.235	-0.718	3.552	343.76	0.0	178.562	163.325	1.8730000000000002	535.67	1.0	5.0	0.014544999999999999	0.9279153	182.1766	0.9744	0	59.59	34.918	38.5965	19.647000000000002	1	2	0	12	-1
UNII-5101OP7P2I	Sweet	SupersweetDB	C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].O.O.O.O.O.O.O.[Ca+2]	[O-]C1=NS(=O)(=O)c2c1cccc2.[O-]C1=NS(=O)(=O)c2c1cccc2.O.O.O.O.O.O.O.[Ca+2]	True	774	1.212	10.602	-1.0	0.023547	-1.5819999999999999	0.0	0.0	59.59	2.0	67.428	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	9.0	0.0	9.0	1.0	12.0	16.843	5.997999999999999	9.971	9.262	-0.125	-1.324	-3.477	200.72400000000002	-0.815	89.29	-4.235	-0.718	3.552	343.76	0.0	178.562	163.325	1.8730000000000002	535.67	1.0	5.0	0.014544999999999999	0.9279153	182.1766	0.9744	0	59.59	34.918	38.5965	19.647000000000002	1	2	0	12	-1
SACCHARIN SODIUM	Sweet	SupersweetDB	C1=CC=C2C(=C1)C(=O)NS2(=O)=O.[Na]	O=C1NS(=O)(=O)c2c1cccc2.[Na]	True	297	1.212	10.602	-1.0	0.0235489	-1.5819999999999999	0.0	0.0	59.59	2.0	67.428	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	9.0	0.0	9.0	1.0	12.0	16.843	5.997999999999999	9.971	9.262	-0.125	-1.324	-3.477	200.72400000000002	-0.815	89.29	-4.235	-0.718	3.552	343.76	0.0	178.562	163.325	1.8730000000000002	535.67	1.0	5.0	0.014544999999999999	0.9279153	182.1766	0.9744	0	59.59	34.918	38.5965	19.647000000000002	1	2	0	12	-1
ST51037207	Sweet	SupersweetDB	C1CCC(CC1)NS(=O)(=O)O.[Na]	OS(=O)(=O)NC1CCCCC1.[Na]	True	1655	0.35	9.836	-1.0	0.027474900000000003	-1.222	0.0	0.0	77.61	2.0	66.9	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	4.0	6.0	0.0	6.0	6.0	11.0	15.731	5.317	10.264000000000001	8.312999999999999	0.6509999999999999	-1.3869999999999998	-1.157	104.539	-0.779	56.438	-3.9139999999999997	-0.7809999999999999	4.043	375.334	227.445	145.547	0.0	2.342	594.992	2.0	4.5	0.016955500000000002	0.9114952	178.2294	0.1264	2	77.61	35.25	38.6517	16.086	0	1	0	11	-1
AC1MC0GT	Sweet	SupersweetDB	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O	OCC(C(C(C(CO)O)O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O	True	1143	-1.4909999999999999	10.794	-2.0	0.0914698	0.109	2.0	2.0	200.53	1.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	17.0	1.0	9.0	11.0	6.0	0.0	6.0	5.0	23.0	22.36	11.853	31.748	31.104	-3.7560000000000002	-0.632	-3.4010000000000002	7.682	-3.2560000000000002	2.563	-5.932	-1.4140000000000001	9.493	541.37	213.37099999999998	327.999	0.0	0.0	985.253	9.0	18.7	0.1036259	0.884509	344.3124	-4.6871	8	200.53	77.497	70.8169	29.026999999999997	0	1	9	23	0
Cyclohexylsulfamate	Sweet	SupersweetDB	C1CCC(CC1)NS(=O)(=O)[O-]	[O-]S(=O)(=O)NC1CCCCC1	True	2579	0.35	9.836	-1.0	0.027474900000000003	-1.222	0.0	0.0	77.61	2.0	66.9	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	4.0	6.0	0.0	6.0	6.0	11.0	15.731	5.317	10.264000000000001	8.312999999999999	0.6509999999999999	-1.3869999999999998	-1.157	104.539	-0.779	56.438	-3.9139999999999997	-0.7809999999999999	4.043	375.334	227.445	145.547	0.0	2.342	594.992	2.0	4.5	0.016955500000000002	0.9114952	178.2294	0.1264	2	77.61	35.25	38.6517	16.086	0	1	0	11	-1
Sweeta	Sweet	SupersweetDB	C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-]	[O-]C1=NS(=O)(=O)c2c1cccc2	True	2600	1.212	10.602	-1.0	0.023547	-1.5819999999999999	0.0	0.0	59.59	2.0	67.428	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	9.0	0.0	9.0	1.0	12.0	16.843	5.997999999999999	9.971	9.262	-0.125	-1.324	-3.477	200.72400000000002	-0.815	89.29	-4.235	-0.718	3.552	343.76	0.0	178.562	163.325	1.8730000000000002	535.67	1.0	5.0	0.014544999999999999	0.9279153	182.1766	0.9744	0	59.59	34.918	38.5965	19.647000000000002	1	2	0	12	-1
