name	orig_taste	reference	smiles	can-smiles	In Bitter Domain	taste	orig_idx	EA(eV)	IP(eV)	CNS	dip^2/V	CIQPlogS	RuleOfThree	RuleOfFive	PSA	HumanOralAbsorption	PercentHumanOralAbsorption	SAfluorine	SAamideO	#stars	#amine	#amidine	#acid	#amide	#rotor	#rtvFG	#metab	#NandO	#ringatoms	#in34	#in56	#noncon	#nonHatm	QPpolrz	QPlogPC16	QPlogPoct	QPlogPw	QPlogPo/w	QPlogS	QPlogHERG	QPPCaco	QPlogBB	QPPMDCK	QPlogKp	QPlogKhsa	dipole	SASA	FOSA	FISA	PISA	WPSA	volume	donorHB	accptHB	ACxDN^.5/SA	glob	MW	AlogP	RB	PSA	Estate	MR	Polar	Num aromatic rings	RingCount	ChiralCenterCount	HeavyAtomCount	Total charge
Mascaroside	Bitter	Phyto-Dictionary	OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC[C@@](O)([C@@H]2O)[C@@H](C3)C[C@H](O)[C@H]([C@]234)[C@@]5(C)[C@H](CC4)c6c(C(=O)C5)occ6	OC[C@H]1O[C@@H](OC[C@]2(O)[C@@H]3C[C@@H]([C@@H]4[C@]([C@H]2O)(C3)CC[C@H]2[C@@]4(C)CC(=O)c3c2cco3)O)[C@@H]([C@H]([C@@H]1O)O)O	1.0	True	793	0.444	9.458	-2.0	0.0089213	-3.373	2.0	3.0	190.28	1.0	5.393	0.0	0.0	2.0	0.0	0.0	0.0	0.0	11.0	1.0	10.0	11.0	25.0	0.0	25.0	18.0	37.0	44.075	15.502	34.559	28.458000000000002	-0.907	-2.501	-4.277	18.387999999999998	-2.7039999999999997	6.584	-5.433	-0.828	3.545	707.7560000000001	323.64799999999997	288.027	96.08	0.0	1408.662	7.0	16.85	0.06298909999999999	0.8586569	524.5574	-1.7003	4	190.28	98.081	122.2762	51.725	1	6	13	37	0
Marrubiin	Bitter	Phyto-Dictionary	c1occc1CC[C@](O)([C@@]2(C)CCC3)[C@H](C)C[C@@H](OC4=O)[C@H]2[C@]34C	C[C@@H]1C[C@H]2OC(=O)[C@@]3([C@H]2[C@]([C@@]1(O)CCc1cocc1)(C)CCC3)C	1.0	True	2762	-0.551	9.185	0.0	0.0183555	-4.64	0.0	0.0	59.67	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	4.0	17.0	0.0	17.0	10.0	24.0	33.693000000000005	9.597999999999999	14.689	7.1610000000000005	3.707	-4.052	-3.7680000000000002	2587.882	-0.18100000000000002	1382.592	-1.78	0.445	4.341	545.302	345.26199999999994	61.474	138.566	0.0	1026.795	1.0	4.25	0.0077938	0.9026447	332.4339	3.1773	3	59.67	52.083	87.9074	37.804	1	4	6	24	0
Ginkgolide A	Bitter	Phyto-Dictionary	O=C1O[C@@H]2C[C@@H](C(C)(C)C)[C@]3([C@H](O4)OC(=O)[C@@H]3O)[C@@]2([C@@]145)C[C@H]6[C@]5(O)[C@H](C)C(=O)O6	O=C1O[C@@H]2[C@@]([C@@H]1C)(O)[C@@]13[C@]4(C2)[C@H](OC3=O)C[C@H]([C@@]24[C@H](O1)OC(=O)[C@@H]2O)C(C)(C)C	1.0	True	1164	-0.275	10.91	-1.0	0.0973829	-3.3789999999999996	0.0	0.0	128.59	3.0	67.21	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0	9.0	19.0	0.0	19.0	12.0	29.0	33.652	9.902000000000001	20.08	14.067	0.017	-1.501	-2.299	175.419	-0.975	75.385	-4.636	-0.732	10.077	522.078	337.345	184.733	0.0	0.0	1042.796	1.0	11.2	0.0214527	0.9525686	408.3992	-0.0212	1	128.59	77.249	90.1737	36.91	0	6	10	29	0
Enmein	Bitter	Phyto-Dictionary	O=C1C(=C)[C@@H](C2)CC[C@H]([C@]123)[C@]45[C@H]([C@H](O)OC4)C(C)(C)[C@@H](O)C[C@@H]5OC3=O	O[C@@H]1OC[C@]23[C@H]1C(C)(C)[C@H](C[C@@H]2OC(=O)[C@]12[C@H]3CC[C@H](C1)C(=C)C2=O)O	1.0	True	534	0.242	10.47	-1.0	0.09992519999999999	-2.872	0.0	0.0	93.06	3.0	78.641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	6.0	19.0	0.0	19.0	14.0	26.0	32.792	9.629	20.415	14.365	0.664	-2.329	-2.8680000000000003	469.042	-0.7020000000000001	218.257	-3.696	-0.461	10.065	526.707	355.75800000000004	139.691	31.258000000000003	0.0	1013.832	2.0	10.1	0.027118599999999996	0.9266306999999999	362.4168	0.732	0	93.06	64.249	90.6074	36.132	0	5	8	26	0
Columbin	Bitter	Phyto-Dictionary	C[C@]12[C@]3(O)C(=O)O[C@@H](C=C3)[C@H]1[C@@]4(C)[C@@H](CC2)C(=O)O[C@@H](C4)c5ccoc5	O=C1O[C@@H](C[C@@]2([C@H]1CC[C@@]1([C@H]2[C@@H]2C=C[C@@]1(O)C(=O)O2)C)C)c1cocc1	1.0	True	24	0.027999999999999997	9.498	0.0	0.048893900000000004	-4.2219999999999995	0.0	0.0	85.97	3.0	87.213	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0	6.0	21.0	0.0	21.0	10.0	26.0	34.433	10.379000000000001	17.637	11.530999999999999	1.849	-2.8280000000000003	-3.258	578.4780000000001	-0.456	273.785	-3.1310000000000002	-0.068	6.935	502.914	177.081	130.08700000000002	195.747	0.0	983.505	1.0	7.25	0.014416	0.9510187	358.3851	1.4848	1	85.97	63.083	88.3542	37.561	1	5	7	26	0
Chasmanthin	Bitter	Phyto-Dictionary	C[C@]12[C@]3(O)[C@@H]4[C@@H](O4)[C@@H](OC3=O)[C@H]1[C@@]5(C)[C@@H](CC2)C(=O)O[C@H](C5)c6ccoc6	O=C1O[C@H](C[C@@]2([C@H]1CC[C@@]1([C@H]2[C@@H]2OC(=O)[C@@]1(O)[C@@H]1[C@H]2O1)C)C)c1cocc1	1.0	True	2596	-0.125	9.601	-1.0	0.0507112	-3.495	0.0	0.0	98.5	3.0	84.264	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	4.0	7.0	22.0	3.0	19.0	12.0	27.0	33.861	10.058	18.457	13.029000000000002	1.0659999999999998	-2.004	-2.645	714.265	-0.34600000000000003	343.866	-3.15	-0.415	7.059	491.48	231.016	120.43	140.034	0.0	982.5110000000001	1.0	9.25	0.0188207	0.9724879000000001	374.3845	0.7621	1	98.5	65.249	86.4505	37.616	1	6	9	27	0
Caryoptin	Bitter	Phyto-Dictionary	CC(=O)O[C@@H]1CC[C@@H]([C@@]2([C@@]13CO3)COC(=O)C)[C@@](C)([C@H](C4)O[C@@H]([C@@H]45)OC=C5)[C@H](C)C[C@@H]2OC(=O)C	CC(=O)OC[C@@]12[C@@H](OC(=O)C)C[C@H]([C@]([C@H]1CC[C@H]([C@@]12CO1)OC(=O)C)(C)[C@H]1O[C@H]2[C@@H](C1)C=CO2)C	1.0	True	632	-0.769	9.662	-1.0	0.025401	-4.293	0.0	0.0	109.89	3.0	92.37200000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	1.0	9.0	20.0	3.0	17.0	15.0	35.0	49.323	12.854000000000001	22.857	13.22	2.359	-3.264	-4.386	765.288	-0.758	370.49199999999996	-2.975	-0.45399999999999996	6.024	721.2180000000001	512.621	117.27	91.32600000000001	0.0	1428.606	0.0	11.4	0.0	0.8505640999999999	492.5586	0.9255	8	109.89	83.08200000000001	120.8492	48.501999999999995	0	5	10	35	0
6-Acetylpicropolin	Bitter	Phyto-Dictionary	CC(=O)OC[C@]1([C@@]23CO3)[C@H](CCC2)[C@@]4([C@H](C)C(=O)[C@@H]1OC(=O)C)C(=O)O[C@@H](C4)c5ccoc5	CC(=O)OC[C@@]12[C@@H](OC(=O)C)C(=O)[C@H]([C@@]3([C@H]1CCC[C@@]12CO1)C[C@H](OC3=O)c1cocc1)C	1.0	True	2403	-0.08	9.65	-1.0	0.0757126	-3.819	0.0	0.0	121.64	3.0	85.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	4.0	9.0	21.0	3.0	18.0	12.0	33.0	44.541000000000004	11.948	22.1	13.698	1.3559999999999999	-2.046	-4.146	643.474	-0.7020000000000001	307.181	-3.076	-0.86	9.857999999999999	651.124	394.371	125.21	131.543	0.0	1283.489	0.0	11.5	0.0	0.8771946	460.4737	0.6513	6	121.64	83.917	108.1016	45.902	1	5	7	33	0
Lactupicrin	Bitter	Phyto-Dictionary	c1cc(O)ccc1CC(=O)O[C@@H](CC2C)[C@@H](C(=C)C(=O)O3)[C@H]3[C@H](C=24)C(CO)=CC4=O	OCC1=CC(=O)C2=C(C)C[C@@H]([C@@H]3[C@@H]([C@@H]12)OC(=O)C3=C)OC(=O)Cc1ccc(cc1)O	1.0	True	660	0.713	9.351	-2.0	0.043404000000000005	-4.428	1.0	0.0	110.13	2.0	68.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	7.0	7.0	19.0	0.0	16.0	5.0	30.0	41.411	13.489	22.66	15.169	1.739	-4.289	-5.572	60.068000000000005	-2.2	23.671	-4.373	-0.111	7.359	686.9689999999999	230.68400000000003	233.81400000000002	222.47099999999998	0.0	1247.747	2.0	9.45	0.019454	0.8159166999999999	410.4166	2.0309	5	110.13	79.835	107.432	44.801	1	4	4	30	0
Lactucin	Bitter	Phyto-Dictionary	CC1C[C@H](O)[C@@H](C(=C)C(=O)O2)[C@H]2[C@H](C=13)C(CO)=CC3=O	OCC1=CC(=O)C2=C(C)C[C@@H]([C@@H]3[C@@H]([C@@H]12)OC(=O)C3=C)O	1.0	True	2278	0.789	10.193	-2.0	0.036144199999999994	-1.963	0.0	0.0	83.83	3.0	69.155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	5.0	13.0	0.0	10.0	5.0	20.0	26.379	8.596	16.463	12.911	0.149	-2.037	-3.536	203.91299999999998	-1.15	88.704	-4.16	-0.615	5.575	487.39	237.792	177.84	71.758	0.0	859.967	2.0	8.4	0.024373500000000003	0.8973110999999999	276.2845	0.2201	1	83.83	54.833999999999996	71.8645	27.484	0	3	4	20	0
8-Deoxylactucin	Bitter	Phyto-Dictionary	CC1CC[C@@H](C(=C)C(=O)O2)[C@H]2[C@H](C=13)C(CO)=CC3=O	OCC1=CC(=O)C2=C(C)CC[C@@H]3[C@@H]([C@@H]12)OC(=O)C3=C	1.0	True	330	0.6920000000000001	10.08	-1.0	0.0347545	-2.194	0.0	0.0	63.6	3.0	79.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	4.0	13.0	0.0	10.0	5.0	19.0	26.48	8.019	13.975	9.755	0.9640000000000001	-2.325	-3.509	432.714	-0.799	200.044	-3.615	-0.426	5.422000000000001	480.939	263.954	143.38299999999998	73.602	0.0	846.0210000000001	1.0	6.7	0.0139311	0.8994898000000001	260.2851	1.4514	1	63.6	49.001000000000005	70.294	26.846999999999998	0	3	3	19	0
Cnicin	Bitter	Phyto-Dictionary	OC[C@@H](O)C(=C)C(=O)O[C@H]1CC(\C)=C\CCC(\CO)=C\[C@H]([C@@H]12)OC(=O)C2=C	OC/C/1=C\[C@H]2OC(=O)C(=C)[C@@H]2[C@H](C/C(=C/CC1)/C)OC(=O)C(=C)[C@@H](CO)O	1.0	True	450	0.451	9.834	-2.0	0.031987	-3.222	1.0	0.0	113.29	2.0	69.604	0.0	0.0	1.0	0.0	0.0	0.0	0.0	9.0	1.0	9.0	7.0	13.0	0.0	5.0	6.0	27.0	34.594	11.335	19.69	12.942	1.285	-2.782	-3.819	91.852	-1.841	37.461	-4.399	-0.312	6.061	605.432	332.151	214.364	58.917	0.0	1148.529	2.0	9.1	0.0212565	0.8760479	378.4162	1.6218	6	113.29	73.834	99.1849	38.515	0	2	4	27	0
Lagonin	Bitter	Phyto-Dictionary	C[C@H]1[C@@H](O)C[C@@H]([C@@H]12)C(C(=O)OC)=CO[C@H]2O[C@H](O3)[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO	OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@@H]3[C@H]2[C@@H](C)[C@H](C3)O)C(=O)OC)[C@@H]([C@H]([C@@H]1O)O)O	1.0	True	1182	0.076	9.777000000000001	-2.0	0.041862300000000005	-1.4769999999999999	0.0	0.0	155.14	2.0	44.101000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	3.0	6.0	10.0	15.0	0.0	15.0	11.0	27.0	35.395	12.384	27.949	24.069000000000003	-1.6059999999999999	-2.42	-4.7860000000000005	30.479	-2.674	11.369000000000002	-5.4110000000000005	-1.177	7.011	664.914	364.159	264.885	35.87	0.0	1174.0439999999999	5.0	15.6	0.052461900000000006	0.8094482	390.3823	-2.0806	5	155.14	76.664	87.4738	35.274	0	3	10	27	0
Gentiopicrin	Bitter	Phyto-Dictionary	O=C1OCC=C(C1=2)[C@@H](C=C)[C@@H](OC2)O[C@H](O3)[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO	C=C[C@H]1[C@@H](OC=C2C1=CCOC2=O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O	1.0	True	1540	0.551	9.293	-2.0	0.0372868	-1.3980000000000001	0.0	0.0	134.91	2.0	48.261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	3.0	6.0	9.0	16.0	0.0	16.0	8.0	25.0	31.476	11.159	24.745	22.168000000000003	-1.6569999999999998	-1.796	-4.606	54.066	-2.19	21.125	-4.827	-1.238	6.247999999999999	595.705	265.57	238.635	91.5	0.0	1046.8110000000001	4.0	14.9	0.0500247	0.8369747999999999	356.3246	-1.7086	4	134.91	71.332	82.14399999999999	32.418	0	3	7	25	0
Catalpol	Bitter	Phyto-Dictionary	OC[C@]12[C@@H](O2)[C@@H](O)[C@H]3[C@@H]1[C@@H](OC=C3)O[C@H](O4)[C@H](O)[C@@H](O)[C@H](O)[C@H]4CO	OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@H]3[C@H]2[C@@]2(CO)O[C@H]2[C@H]3O)[C@@H]([C@H]([C@@H]1O)O)O	0.0	True	2716	-0.858	9.58	-2.0	0.0532573	-0.7120000000000001	1.0	1.0	161.6	2.0	27.239	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	3.0	7.0	10.0	16.0	3.0	13.0	11.0	25.0	28.246	11.125	26.163	24.555999999999997	-2.412	-1.136	-4.0280000000000005	33.849000000000004	-2.331	12.734000000000002	-5.064	-1.3430000000000002	7.2989999999999995	556.104	214.03099999999998	260.082	81.991	0.0	1000.444	5.0	16.3	0.0655415	0.8699030999999999	362.3292	-3.7669	4	161.6	71.58	77.1913	31.381	0	4	11	25	0
Amarogentin	Bitter	Phyto-Dictionary	O=C1OCC[C@H](C1=2)[C@@H](C=C)[C@@H](OC2)O[C@H](O3)[C@@H]([C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3COC(=O)C)OC(=O)c4c(-c5cc(ccc5)OC(=O)C)cc(OC(=O)C)cc4OC(=O)C	C=C[C@H]1[C@@H](OC=C2[C@H]1CCOC2=O)O[C@@H]1O[C@H](COC(=O)C)[C@H]([C@@H]([C@H]1OC(=O)c1c(OC(=O)C)cc(cc1c1cccc(c1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	0.0	True	1605	0.929	9.712	-2.0	0.0269149	-6.97	1.0	2.0	238.09	2.0	29.441999999999997	0.0	0.0	10.0	0.0	0.0	0.0	0.0	13.0	10.0	2.0	19.0	28.0	0.0	28.0	10.0	60.0	77.757	22.233	40.063	25.84	0.82	-2.336	-6.147	20.862	-3.418	7.547000000000001	-4.848	-1.6780000000000002	7.803999999999999	1086.652	626.861	282.246	177.545	0.0	2262.9410000000003	0.0	23.6	0.0	0.7671081999999999	838.7608	2.4086	20	238.09	165.669	196.7597	84.82600000000001	2	5	8	60	0
Rhododendrin	Bitter	Phyto-Dictionary	OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)O[C@H](C)CCc2ccc(O)cc2	OC[C@H]1O[C@@H](O[C@@H](CCc2ccc(cc2)O)C)[C@@H]([C@H]([C@@H]1O)O)O	1.0	True	1884	-0.319	9.019	-2.0	0.022736700000000002	-2.162	0.0	0.0	119.61	3.0	62.985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	6.0	7.0	12.0	0.0	12.0	5.0	23.0	31.359	11.963	23.747	19.347	0.032	-2.103	-4.716	100.71799999999999	-2.039	41.383	-3.778	-0.8009999999999999	4.946000000000001	597.446	228.702	210.144	158.6	0.0	1075.99	5.0	10.95	0.0409827	0.8499726000000001	328.3576	0.3661	6	119.61	62.832	80.7551	35.733000000000004	1	2	6	23	0
Tricyclodehydroisohumulone	Bitter	Phyto-Dictionary	C=C(C)[C@@H](C1)C(C)(C)[C@H]2CC(=O)[C@]([C@@]123)(O)C(=O)C(=C3[O-])C(=O)CC(C)C	CC(CC(=O)C1=C([O-])[C@]23[C@](C1=O)(O)C(=O)C[C@@H]3C([C@H](C2)C(=C)C)(C)C)C	1.0	True	2493	0.862	10.024	-2.0	0.015122899999999998	-4.155	0.0	0.0	94.5	3.0	88.03399999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	6.0	5.0	11.0	0.0	11.0	7.0	26.0	36.693000000000005	10.549000000000001	17.016	9.043	2.7969999999999997	-4.3839999999999995	-4.1080000000000005	314.855	-1.258	141.862	-3.7539999999999996	0.256	4.189	628.776	442.452	157.945	28.379	0.0	1160.133	1.0	6.5	0.0103375	0.8491958000000001	359.4361	1.2008	4	94.5	71.251	95.6523	37.385	0	3	4	26	-1
Lupulone	Bitter	Phyto-Dictionary	CC(C)=CCC1(CC=C(C)C)C(=O)[C@@H](C(=O)CC(C)C)C(=O)[C@@H](C1=O)CC=C(C)C	CC(=CC[C@H]1C(=O)[C@H](C(=O)CC(C)C)C(=O)C(C1=O)(CC=C(C)C)CC=C(C)C)C	1.0	True	2301	0.124	9.5	-1.0	0.0039715	-4.332	1.0	0.0	68.28	1.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	9.0	2.0	12.0	4.0	6.0	0.0	6.0	3.0	30.0	44.652	11.847000000000001	18.564	7.943	4.141	-4.091	-4.04	2219.761	-0.609	1171.2939999999999	-1.8419999999999999	0.18600000000000003	2.365	713.8839999999999	623.944	68.501	21.439	0.0	1408.809	0.0	8.0	0.0	0.851345	414.5775	5.7076	9	68.28	72.918	124.5597	47.478	0	1	2	30	0
Phyllanthin	Bitter	Phyto-Dictionary	COc(cc1)c(OC)cc1C[C@H](COC)[C@@H](COC)Cc2cc(OC)c(cc2)OC	COC[C@H]([C@H](Cc1ccc(c(c1)OC)OC)COC)Cc1ccc(c(c1)OC)OC	1.0	True	1891	-0.303	8.627	-2.0	0.0044618	-6.761	2.0	0.0	55.38	1.0	100.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	13.0	0.0	8.0	6.0	12.0	0.0	12.0	0.0	30.0	42.4	12.164000000000001	16.409000000000002	5.943	4.099	-6.761	-5.449	9906.038	-1.517	5899.293000000001	0.235	0.382	2.488	751.711	607.828	0.0	143.88299999999998	0.0	1387.48	0.0	6.4	0.0	0.8003229000000001	418.5232	4.1118	13	55.38	63.668	117.7536	52.464	2	2	2	30	0
Poncirin	Bitter	Phyto-Dictionary	C[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O1)O[C@H]([C@@H](O)[C@H](O)[C@H]2CO)[C@@H](O2)Oc(cc3O)cc(c34)O[C@@H](CC4=O)c5ccc(cc5)OC	OC[C@H]1O[C@@H](Oc2cc3O[C@@H](CC(=O)c3c(c2)O)c2ccc(cc2)OC)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O	1.0	True	2472	0.56	9.316	-2.0	0.0195367	-4.363	2.0	3.0	214.06	1.0	0.735	0.0	0.0	5.0	0.0	0.0	0.0	0.0	13.0	2.0	10.0	14.0	28.0	0.0	28.0	12.0	42.0	51.81	18.077	37.214	29.974	-0.879	-3.248	-5.812	9.89	-3.6489999999999996	3.3680000000000003	-5.519	-1.0959999999999999	5.621	849.592	367.417	316.42900000000003	165.74599999999998	0.0	1617.3929999999998	6.0	19.3	0.055644500000000006	0.7843289000000001	594.5612	-0.2144	7	214.06	115.33200000000001	138.4987	62.027	2	5	11	42	0
Phloridzin	Bitter	Phyto-Dictionary	c1cc(O)ccc1CCC(=O)c2c(cc(O)cc2O)O[C@H](O3)[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO	OC[C@H]1O[C@@H](Oc2cc(O)cc(c2C(=O)CCc2ccc(cc2)O)O)[C@@H]([C@H]([C@@H]1O)O)O	1.0	True	2102	0.085	8.87	-2.0	0.05090580000000001	-3.783	2.0	1.0	177.14	2.0	28.986	0.0	0.0	2.0	0.0	0.0	0.0	0.0	14.0	1.0	9.0	10.0	18.0	0.0	18.0	5.0	31.0	36.479	14.734000000000002	28.682	22.831	-0.44	-2.316	-5.236000000000001	9.593	-3.3710000000000004	3.259	-5.353	-0.852	7.957000000000001	675.56	164.75	317.825	192.985	0.0	1243.866	6.0	12.5	0.045323300000000004	0.8279741	436.4093	0.7512	7	177.14	90.834	104.9913	48.181999999999995	2	3	5	31	0
Neohesperidin	Bitter	Phyto-Dictionary	C[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O1)O[C@H]([C@@H](O)[C@H](O)[C@H]2CO)[C@@H](O2)Oc(cc3O)cc(c34)O[C@@H](CC4=O)c(cc5)cc(O)c5OC	OC[C@H]1O[C@@H](Oc2cc3O[C@@H](CC(=O)c3c(c2)O)c2ccc(c(c2)O)OC)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O	1.0	True	42	0.465	9.116	-2.0	0.0557564	-4.33	2.0	3.0	234.29	1.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	14.0	2.0	11.0	15.0	28.0	0.0	28.0	12.0	43.0	53.216	19.248	40.198	32.364000000000004	-1.381	-3.426	-6.074	3.2260000000000004	-4.4510000000000005	1.004	-6.386	-1.194	9.649	887.834	359.329	367.733	160.77200000000002	0.0	1669.777	7.0	20.05	0.0597491	0.7666651	610.5606	-0.4818	7	234.29	120.999	140.1928	62.663999999999994	2	5	11	43	0
Neoeriocitrin	Bitter	Phyto-Dictionary	C[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O1)O[C@H]([C@@H](O)[C@H](O)[C@H]2CO)[C@@H](O2)Oc(cc3O)cc(c34)O[C@@H](CC4=O)c(c5)ccc(O)c5O	OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)O[C@@H](CC3=O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O	1.0	True	511	0.45899999999999996	8.997	-2.0	0.0298796	-4.027	2.0	3.0	245.29	1.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	14.0	2.0	11.0	15.0	28.0	0.0	28.0	12.0	42.0	50.36600000000001	19.125	40.731	34.154	-2.27	-2.873	-5.694	0.7170000000000001	-4.954	0.198	-7.667000000000001	-1.24	6.912999999999999	838.08	244.142	436.582	157.355	0.0	1599.359	8.0	20.05	0.06766660000000001	0.7891816999999999	596.534	-0.7328	6	245.29	121.499	135.4237	60.82899999999999	2	5	11	42	0
Naringin	Bitter	Phyto-Dictionary	C[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O1)O[C@H]([C@@H](O)[C@H](O)[C@H]2CO)[C@@H](O2)Oc(cc3O)cc(c34)O[C@@H](CC4=O)c5ccc(O)cc5	OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)O[C@@H](CC3=O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O	1.0	True	378	0.43700000000000006	9.314	-2.0	0.0037082	-4.067	2.0	3.0	225.06	1.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	13.0	2.0	10.0	14.0	28.0	0.0	28.0	12.0	41.0	51.441	18.997	38.641999999999996	32.211	-1.516	-3.359	-6.233	2.48	-4.463	0.755	-6.517	-1.165	2.4330000000000003	855.209	261.476	379.774	213.959	0.0	1596.6870000000001	7.0	19.3	0.059708199999999996	0.7725129	580.5346	-0.4654	6	225.06	115.83200000000001	133.7296	60.192	2	5	11	41	0
Quinine	Bitter	Phyto-Dictionary	C=C[C@H]([C@H]12)C[N@H+](CC2)[C@@H](C1)[C@H](O)c3ccnc(c34)ccc(c4)OC	C=C[C@H]1C[N@@H+]2CC[C@H]1C[C@H]2[C@@H](c1ccnc2c1cc(OC)cc2)O	1.0	True	703	0.855	8.754	1.0	0.013308	-3.218	0.0	0.0	46.79	3.0	100.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	4.0	4.0	18.0	0.0	18.0	7.0	24.0	34.986999999999995	10.248	15.697000000000001	8.702	3.4339999999999997	-3.2880000000000003	-5.446000000000001	654.896	0.11900000000000001	346.365	-3.475	0.24100000000000002	3.752	580.024	307.028	60.806000000000004	212.18900000000002	0.0	1057.606	1.0	5.45	0.0093962	0.8655031999999999	325.4247	1.1731	4	46.79	49.167	92.5946	42.26	2	4	5	24	1
Cusparine	Bitter	Phyto-Dictionary	O1COc(c12)ccc(c2)CCc(cc3OC)[nH+]c(c34)cccc4	COc1cc(CCc2ccc3c(c2)OCO3)[nH+]c2c1cccc2	1.0	True	28	0.7440000000000001	8.725	1.0	0.0044972	-5.167000000000001	0.0	0.0	41.83	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	3.0	4.0	19.0	0.0	19.0	1.0	23.0	34.028	9.782	12.462	5.756	4.488	-4.717	-5.751	8085.849	0.23399999999999999	4736.897	-0.128	0.44799999999999995	2.108	572.681	228.662	9.298	334.721	0.0	988.357	0.0	3.25	0.0	0.8379053	308.3511	4.1023	4	41.83	47.169	87.1292	42.591	3	4	0	23	1
Progoitrin	Bitter	Phyto-Dictionary	C=C[C@H](O)C/C(=N/OS([O-])(=O)=O)S[C@H](O1)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO	C=C[C@@H](C/C(=N/OS(=O)(=O)[O-])/S[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O	1.0	True	924	0.802	9.578	-2.0	0.0022369	-1.2830000000000001	2.0	2.0	222.85	1.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	15.0	1.0	7.0	11.0	6.0	0.0	6.0	5.0	24.0	27.666999999999998	12.58	26.665	24.891	-2.19	-1.173	-2.75	0.9420000000000001	-3.81	0.47700000000000004	-6.591	-1.6540000000000001	1.551	615.354	185.317	361.226	41.367	27.445	1075.888	6.0	15.7	0.0624957	0.8251853000000001	388.3913	-2.5696	8	222.85	83.415	78.2705	32.111	0	1	6	24	-1
